"corpus","preloaded/detenten20_rft3"
"subcorpus","-"
"concordance size","1749"
"query","Query:[lc=""kiezdeutsch"" | lemma_lc=""kiezdeutsch"" | ascii=""kiezdeutsch""]"
"Reference","Left","KWIC","Right"
"nachrichtenbrett.de","will und deshalb fragt, wo sie noch hingehen. </s><s> Sie antworten: • Wir gehen nachher noch Görlitzer Park. ... In","Kiezdeutsch","können Orts- und Zeitangaben als bloße Nominalphrasen, ohne Präposition und Artikel, stehen (Görlitzer Park statt"
"nachrichtenbrett.de","Mehmet seinen Kumpel vorbeilaufen und will ihn zu sich rufen, um mit ihm zu reden. </s><s> Er ruft: • Ey, komm mal her, lan! ... in","Kiezdeutsch","ist lan (aus türkisch Mann / Typ) ein neues Fremdwort, das so ähnlich gebraucht wird wie das jugendsprachliche Alter,"
"nachrichtenbrett.de","haben und überlegen, wo die Kasse ist. </s><s> Lena hat schon eine Karte gekauft und sagt: • Ich weiß, wo die Karten gibs. ... in","Kiezdeutsch","kann man die Form gibs (aus gibts) als Existenzpartikel verwenden, das heißt, als festen Ausdruck, der anzeigt, dass"
"nachrichtenbrett.de","im Wohnzimmer gesehen, aber dort ist sie nicht mehr. </s><s> Er sagt: • Die lag eben noch auf dem kleinen Tisch. </s><s> Wirklich! ...","Kiezdeutsch","verwenden Jugendliche, wenn sie untereinander sind, aber nicht gegenüber Außenstehenden wie zum Beispiel ihren"
"nachrichtenbrett.de","<s> Sie beschließen, zuerst in einen CD-Laden zu gehen. </s><s> Einer von beiden sagt: • Danach ich will noch ''ne Hose kaufen. ... In","Kiezdeutsch","können am Satzanfang noch Adverbiale des Ortes oder der Zeit (danach) vor dem Subjekt (ich) stehen. </s><s> Für Objekte (""ne"
"nachrichtenbrett.de","Deutschen wird das Wort ein meist stark verkürzt. </s><s> So wird aus Hast du ein Handy normalerweise Hast du''n Handy? </s><s>","Kiezdeutsch","geht oft noch einen Schritt weiter und lässt auch das n noch weg. Frage 9 von 10 Mehmet und Sarah fahren mit dem Bus, sie"
"nachrichtenbrett.de","neue Funktionswörter, die aus lass uns mal und musst du entstanden sind. </s><s> Beide Ausdrücke treten auch außerhalb von","Kiezdeutsch","in der gesprochenen Sprache häufig auf. </s><s> In diesem Fall passt Lassma Moritzplatz aussteigen besser, weil es die"
"nachrichtenbrett.de","eine Handlung, sein einen Zustand. </s><s> Im Standarddeutschen gibt es ein festes Inventar von Funktionsverbgefügen, in","Kiezdeutsch","kommen neue hinzu, zum Beispiel Streit machen. </s><s> Die Kombination mit machen zeigt hier eine Handlung an; mit sein ginge"
"saratempel.de",", bedeutet den Selbstmord einer großen Kultur. </s><s> Die Sprache der Dichter und Denker verkümmert in diesem Umfeld zu","Kiezdeutsch",".– (""Professorin"" Heike Wiese verteidigt den Jugendslang Kiezdeutsch... welche Dummheit!) Man müsste jeder"
"saratempel.de","und Denker verkümmert in diesem Umfeld zu Kiezdeutsch.– (""Professorin"" Heike Wiese verteidigt den Jugendslang","Kiezdeutsch","... welche Dummheit!) Man müsste jeder Professorin, die ein solches Kauderwelsch schön redet, wegen Inkompetenz die"
"fds-sprachforschung.de","hier genannt werden, sind oft Dialekte oder, in letzter Zeit, häufig bestimmte Formen von Jugendsprache, wie z.B. das","Kiezdeutsch",". </s><s> Wenn diese sprachlichen Varianten gesprochen werden stehe, so die Befürchtung, ein Verfall der deutschen Sprache"
"koerber-stiftung.de","dem Wort und der Welt, wie die Sprachkritik von jeher mutmaßt? </s><s> Über Sprachwandel und -bewahrung, über Kunst und","Kiezdeutsch","spricht Christoph Bungartz, NDR Fernsehen, mit seinen Gästen: mit dem Lyriker und Spoken-Word-Perfomer Bas"
"koerber-stiftung.de","für Deutsche Sprache in Mannheim und mit der Sprachwissenschaftlerin Heike Wiese, deren Forschungen über das","Kiezdeutsch","als neuem Dialekt für Furore gesorgt haben. </s><s> Für die Preisermittlung sind individuelle Informationen und weitere"
"alternativ-grammatik.de","ansteht, nimmt man noch die nächste Ziffer, 4.08 ""Modalitäten"", hinzu, vgl. [2] samt Unterkapiteln. </s><s> 0.2 ""","Kiezdeutsch",""", ""Gettosprache"", ""Ethnolekt"" </s><s> Wo Migranten und Einheimische besonders stark zusammentreffen, entwickelt sich -"
"uni-oldenburg.de","hinweisen (selbst bei Sprechern, die Deutsch im deutschen Sprachraum als Zweitsprache erlernt haben, vgl. ""","Kiezdeutsch","""; diese Besonderheit des Deutschen macht sich auch die forensische Linguistik zunutze); frei von arealen Merkmalen"
"redaktionzukunft.de",". </s><s> Die nächste Tage werd ich Sie dann wohl langsam aber sicher in eine Heimchenbox umsiedeln können Schön zu sehe... </s><s>","Kiezdeutsch","</s><s> Revolution der deutschen Sprache </s><s> ""Wir können alles, außer Hochdeutsch"", lautet das Motto der Schwaben. </s><s> Der"
"redaktionzukunft.de","mit einer Portion Selbstbewusstsein. </s><s> Was der Rapper als ""Türkenslang"" betitelt, wird in der Sprachforschung als","Kiezdeutsch","bezeichnet. </s><s> Gemeint ist damit eine sprachliche Variation der deutschen Sprache, die sich unter Jugendlichen in"
"redaktionzukunft.de","Dialekt an: ""Die wirklich große Überraschung, die ich bei meiner Forschung hatte, war, wie sprachlich unexotisch","Kiezdeutsch","ist und wie urdeutsch sich dieser Dialekt auf grammatikalischer Ebene generiert"". </s><s> Was für manche als willkürliche"
"redaktionzukunft.de","Wörter erscheinen mag, zeige laut Wiese klare sprachliche Strukturen auf. </s><s> Charakterisierend für","Kiezdeutsch","ist die sprachliche Vereinfachung. </s><s> Auf der Straße jonglieren Jugendliche mit Sätzen wie ""Lassma'' Bahnhof chilln'',"
"redaktionzukunft.de","einer Generation, korrektes Hochdeutsch zu sprechen, beschweren sich Verteidiger der hochdeutschen Sprache. </s><s>","Kiezdeutsch","als sprachliche Innovation? – Lächerlich. </s><s> Klare grammatikalische Strukturen? – Nicht vorhanden. </s><s> Was manche als"
"redaktionzukunft.de","oder Türkenslang. </s><s> Ich mach'' mehr für die Völkerverständigung als ihr"", rappt Eko Fresh und bringt die Diskussion über","Kiezdeutsch","zurück auf den Boden der Tatsachen. </s><s> Denn was schnell in den Argumenten untergeht, ist das, was die Nation bereichert:"
"vaybee.de","hab ich noch ein Problem mit der Deklaration vom Iterator und google hilft mir auch nicht wirklich weiter :/ </s><s> Wer spricht","Kiezdeutsch","heutzutage in Deutschland? </s><s> Und wenn man nicht weißt, was KD ist, dann führe ich ein paar Beispiele an. z.B.:1) Ich weiß"
"uni-kiel.de","Parallelgesellschaften oder sind sie durch ihre Mehrsprachigkeit sprachlich besonders kompetent? </s><s> Sind ""","Kiezdeutsch",""" oder das norwegische ""Kebabnorsk"" defizitäre Sprachformen oder eine Bereicherung für die jeweiligen"
"nachrichtenbrett.de",". </s><s> Bundesrepublik Deutschland, absteigende technische und wissenschaftliche Mittelmacht, Anerkennung von","Kiezdeutsch",", erpreßte traditionsfeindliche Reformschreibung: Jahr 2018; 357.386 km2, 83 Millionen Einwohner: 232 Einw./km2"
"uni-potsdam.de","USRN-Symposion ""Die multimodale Stadt"" </s><s> Vortrag </s><s> Mayr, K.: ''Gestern isch war Ku''damm, heute bin ich in der Schule'' -","Kiezdeutsch",": Keene Bildung oder wat?! </s><s> Eingeladener Vortrag auf der Fachtagung der Kinder- und Jugendhilfe des Bundesverbandes"
"uni-potsdam.de","des Europäischen Parlaments, Berlin. </s><s> öffentlicher Vortrag (allgemeinbildend) </s><s> Wiese H.: Keine Angst vor","Kiezdeutsch","! </s><s> Ansichten und Einsichten zu einem neuen deutschen Dialekt. </s><s> Öffentlicher Vortrag (allgemeinbildend) in der Reihe """
"uni-potsdam.de","(allgemeinbildend), im Rahmen des Wedding Kulturfestivals, Analog Bar Berlin-Wedding. </s><s> Vortrag </s><s> Wiese H.: Lassma","Kiezdeutsch","machen, lan! </s><s> Wie ein neuer deutscher Dialekt entsteht – und warum trotzdem die Welt nicht untergeht Eingeladener"
"uni-potsdam.de","Information im Satz kennzeichnen; etwas, das ich im Standarddeutschen nur durch Betonung verdeutlichen kann. </s><s> In","Kiezdeutsch","eröffnen Sätze wie ""Danach ich fahre zu meinem Vater. </s><s> "" eine zusätzliche Möglichkeit, Informationen zu verpacken,"
"uni-potsdam.de","sie schon einmal auf früheren Sprachstufen. </s><s> Im Laufe der Sprachgeschichte ist sie verloren gegangen und lebt nun in","Kiezdeutsch","wieder auf. </s><s> Die Kompetenz in der Standardsprache soll nach wie vor ein schulisches Ziel bleiben. </s><s> Dies zwingt aber"
"peterlang.com","Höchstniveau. </s><s> Kommentare </s><s> Hinweis </s><s> Stilisierungen, Identitäten, mediale Ressourcen </s><s> Sprachverhalten – von","Kiezdeutsch","bis zur Schreibstilistik von Mädchen auf Internetplattformen – gerät in diesem Beitrag zur Jugendsprachforschung"
"youtube.com","arabischer und türkischer Wörter in den Sprachgebrauch nennt man ""Kanak Sprak"", Türkenslang, Türkendeutsch oder","Kiezdeutsch",". </s><s> Genitiv weglassen und Konjunktiv, Konjugationen etc. ignorieren sowie Regelbruch trägt ebenfalls dazu bei. </s><s> ZUM"
"exlibris.ch",", bin jedoch kein Fachmann. </s><s> Kann Ihnen nur empfehlen einen Fachmann diesbezüglich zu kontaktieren. </s><s>","Kiezdeutsch","</s><s> ''Wunderbar, das Deutsche. </s><s> Wie es immer neue Varianten entwickelt und neue Wörter wie lassma oder ischwör. </s><s> Oder wie ..."
"exlibris.ch","lassma oder ischwör. </s><s> Oder wie dort das Wörtchen so auf ganz neue Weise eingesetzt wird: Die ist so blond so. </s><s> '' Axel Hacke","Kiezdeutsch","ist keine ''Kanak Sprak'', kein Anzeichen mangelnder Integration und auch keine Gefahr für das Deutsche, sondern ein"
"deutschlandfunk.de","Sprachgebrauch sei das, der allenfalls einige wenige Nutzer betrifft. </s><s> Gleiches gilt für das sogenannte","Kiezdeutsch",", bei dem mit Vorliebe Präpositionen wegfallen: ""Ich mach Dich Messer"", oder ""Ich steh rote Ampel"". </s><s> Wichtiger ist für"
"blogspot.com","Wörtern und gelungenen Formulierungen begeistert, aber auch von der Freude an Trends und Moden wie Jugendsprache und","Kiezdeutsch",", am Dialekt und Jargon sowie am Spiel mit der Sprache und am Sprachwitz. </s><s> Lesen Sie also alles, was Ihnen in die Finger"
"spiegel.de","die Information nicht zentral ist, wird weggelassen </s><s> Heute gruseln sich Sprachbewahrer, wenn ihnen das sogenannte","Kiezdeutsch","zu Ohren kommt, die derzeit wohl ungewöhnlichste Art von Jugendsprache. </s><s> Sie ist in Migrantenvierteln wie"
"spiegel.de","Töchter eines Tages auch ""krass sprechen"", wie die Jugendlichen ihren Slang nennen. </s><s> Wiese würde das nicht wundern: ""","Kiezdeutsch","wird in ethnisch gemischten Gruppen auch von Jugendlichen deutscher Herkunft benutzt. </s><s> "" </s><s> Typisch für diese neuen"
"spiegel.de","dies nicht die einzige Varietät des Deutschen ist, die sie beherrschen"", sagt Wiese. </s><s> Sie empfiehlt daher Lehrern,","Kiezdeutsch","zum Unterrichtsthema zu machen. </s><s> ""Wenn ihr Sprachgebrauch ernst genommen wird, sind Jugendliche eher bereit, sich"
"uni-kiel.de","Stoff kam, und was ihn während der Zusammenarbeit mit den beiden Gräfinnen beeindruckt hat. </s><s> Bearbeitung: Nils Werner </s><s>","Kiezdeutsch","als Studienobjekt </s><s> Sprachwissenschaftliches Institut lädt zum Vortrag ein </s><s> Ist Kiezdeutsch als Jugendsprache eine"
"uni-kiel.de",": Nils Werner </s><s> Kiezdeutsch als Studienobjekt </s><s> Sprachwissenschaftliches Institut lädt zum Vortrag ein </s><s> Ist","Kiezdeutsch","als Jugendsprache eine Modeerscheinung, die wieder verschwinden wird? </s><s> Oder etabliert sich die urbane"
"uni-kiel.de","Sprachwissenschaft an der Christian-Albrechts-Universität zu Kiel (CAU) nach. </s><s> Im Anschluss an den Vortrag ""","Kiezdeutsch","als deutscher Dialekt – urbane Umgangssprache im Spannungsfeld von Sprachkontakt, Sprachvariation und"
"uni-kiel.de","findet im Audimax, Christian-Albrechts-Platz 2, Hörsaal A, statt. </s><s> Das Wichtigste in Kürze: Was? </s><s> Vortrag ""","Kiezdeutsch","als deutscher Dialekt"" Wann? 23.5.2013, 12 bis 14 Uhr Wo? </s><s> Audimax, Christian-Albrechts-Platz 2, Hörsaal A Kontakt:"
"nachrichtenbrett.de","Internet sortieren die Experten dagegen als Vokabularverderber aus. </s><s> So gelten beispielsweise Kanaksprach oder das","Kiezdeutsch",", also der Dialekt des Deutschen mit Fremdwörtern aus dem Türkischen, als Teil der Jugendsprache, versichert Heike"
"wesmile.de","... mehr ... "" </s><s> Die große Mehrheit der Deutschen liebt ihre Sprache, ist aber beunruhigt über Anglizismen,","Kiezdeutsch","und SMS-Jargon. </s><s> Diese Furcht ist unbegründet, denn die Sprache ist bisher noch immer mit eingewa mehr ... "" </s><s> Viele"
"faz.net","- und Meinungsforschung kann dabei helfen. </s><s> Das gilt für große Unternehmen und KMU gleichermaßen. ... </s><s> Streitfall","Kiezdeutsch",": ""Man misst hier mit zweierlei Maß"" </s><s> Aktualisiert am 13.03.2012-10:02 </s><s> Ist Kiezdeutsch eine Nachlässigkeit unserer"
"faz.net",". ... </s><s> Streitfall Kiezdeutsch : ""Man misst hier mit zweierlei Maß"" </s><s> Aktualisiert am 13.03.2012-10:02 </s><s> Ist","Kiezdeutsch","eine Nachlässigkeit unserer Sprache oder wird es zu Unrecht stigmatisiert? </s><s> Ein Gespräch mit dem in Griechenland"
"faz.net",". </s><s> Weitersagen abbrechen </s><s> Herr Androutsopoulos, haben Sie heute schon ""rote Ampel gemacht""? </s><s> Beides. </s><s> Das war","Kiezdeutsch","und heißt soviel wie: Bei Rot über die Ampel gehen. </s><s> Sie erforschen seit langer Zeit die Jugendsprache und Ethnolekte. </s>"
"faz.net","der Verschmelzung des Subjektpronomens mit dem Verb, wie bei ""Ischwör"". </s><s> Ihre Kollegin Heike Wiese hat gefordert, das","Kiezdeutsch","als ganz normalen Dialekt des Deutschen anzuerkennen. </s><s> Man könne nicht mehr nur von Jugendsprache sprechen. </s><s> Das"
"faz.net","als ganz normalen Dialekt des Deutschen anzuerkennen. </s><s> Man könne nicht mehr nur von Jugendsprache sprechen. </s><s> Das","Kiezdeutsch","habe vielmehr ein eigenes System. </s><s> Teilen Sie ihre Auffassung? </s><s> Kiezdeutsch hat noch keine klaren Konturen, wir wissen"
"faz.net","mehr nur von Jugendsprache sprechen. </s><s> Das Kiezdeutsch habe vielmehr ein eigenes System. </s><s> Teilen Sie ihre Auffassung? </s><s>","Kiezdeutsch","hat noch keine klaren Konturen, wir wissen viel zu wenig darüber, um eindeutig sagen zu können, was Kiezdeutsch ist. </s>"
"faz.net","? </s><s> Kiezdeutsch hat noch keine klaren Konturen, wir wissen viel zu wenig darüber, um eindeutig sagen zu können, was","Kiezdeutsch","ist. </s><s> Grammatische Regelmäßigkeiten wie der Ausfall von Präpositionen und Artikeln, wodurch Sätze wie ""Ich geh"
"faz.net","und Artikeln, wodurch Sätze wie ""Ich geh Bibliothek"" entstehen, gibt es nur wenige. </s><s> Eine andere Regelmäßigkeit von","Kiezdeutsch","scheint in seiner Offenheit gegenüber Ausdrücken aus anderen Sprachen zu bestehen. </s><s> Welche anderen Sprachen das sind"
"faz.net","Raffinesse ist eine landläufige Ideologie, die Sprache und Gesellschaft zumindest in Deutschland strukturiert. </s><s>","Kiezdeutsch","wird in diese Denkweise über Sprache natürlich miteinbezogen. </s><s> Jetzt reden Sie schon ganz selbstverständlich von"
"faz.net","über Sprache natürlich miteinbezogen. </s><s> Jetzt reden Sie schon ganz selbstverständlich von Dialekten, aber kann","Kiezdeutsch","überhaupt als ein solcher bezeichnet werden? </s><s> Das hängt davon ab, ob man über die rein linguistischen Strukturen oder"
"faz.net",", historischen, kulturellen Aspekt an die Frage ran geht. </s><s> Auf soziolinguistischer Ebene spricht einiges dafür,","Kiezdeutsch","als Dialekt des Deutschen zu behandeln. </s><s> In der Öffentlichkeit werden Kiezdeutsch oder ""Kanak Sprak"" oder wie man es"
"faz.net","Ebene spricht einiges dafür, Kiezdeutsch als Dialekt des Deutschen zu behandeln. </s><s> In der Öffentlichkeit werden","Kiezdeutsch","oder ""Kanak Sprak"" oder wie man es auch nennen möchte, so behandelt, als wäre es kein Deutsch, sondern eine andere"
"faz.net","behandelt, als wäre es kein Deutsch, sondern eine andere Sprache, die die Standardsprache bedrohen würden. </s><s> Wenn man","Kiezdeutsch","nun als Dialekt thematisieren würde, fiele diese ganze Wahrnehmung von Fremdheit weg. Das würde fachlich,"
"faz.net",", fiele diese ganze Wahrnehmung von Fremdheit weg. Das würde fachlich, öffentlich und journalistisch beitragen,","Kiezdeutsch","zu normalisieren. </s><s> Und welche rein linguistischen Aspekte sprechen für die Kennzeichnung als Dialekt? </s><s> Mir scheint,"
"faz.net","sind, zum Beispiel sind Phonologie und Prosodie des Kiezdeutschen noch wenig erforscht. </s><s> Wir wissen nicht, wie sich","Kiezdeutsch","in ihrer Lautung beispielsweise in Hamburg, Berlin und Stuttgart unterscheidet. </s><s> Welche Reichweite hat Kiezdeutsch"
"faz.net","Kiezdeutsch in ihrer Lautung beispielsweise in Hamburg, Berlin und Stuttgart unterscheidet. </s><s> Welche Reichweite hat","Kiezdeutsch","? </s><s> Wie fließen regionale Besonderheiten mit ein? </s><s> Können wir wirklich nur von einem Dialekt sprechen? </s><s> Oder sind es"
"klausenerplatz-kiez.de","der sechste Deutschkurs der beiden Berliner Künstler. </s><s> Sie unternehmen Ausflüge ins deutsch-arabisch-türkische","Kiezdeutsch",", ins Jugenddeutsch, Beamtendeutsch, Sportlerdeutsch, das gewundene Deutsch unserer Politiker und das knappe der"
"bpb.de","""Sprache, Variation und Migration"" an der Universität Potsdam, Am Neuen Palais 10, 14469 Potsdam. </s><s> E-Mail: EMAIL </s><s>","Kiezdeutsch","- ein neuer Dialekt </s><s> Begriff ""Kiezdeutsch"" </s><s> In der öffentlichen Diskussion werden zum Teil auch andere Bezeichnungen"
"bpb.de","an der Universität Potsdam, Am Neuen Palais 10, 14469 Potsdam. </s><s> E-Mail: EMAIL </s><s> Kiezdeutsch - ein neuer Dialekt </s><s> Begriff ""","Kiezdeutsch",""" </s><s> In der öffentlichen Diskussion werden zum Teil auch andere Bezeichnungen verwendet, etwa ""Kanak Sprak"", ein"
"bpb.de","Bezeichnungen verwendet, etwa ""Kanak Sprak"", ein Begriff der besonders in den Comedybereich Eingang gefunden hat. </s><s> ""","Kiezdeutsch",""", die Bezeichnung, die hier benutzt wird, ist aus mehreren Gründen besonders passend für diese Jugendsprache. </s><s> Zum"
"bpb.de","des Deutschen handelt. </s><s> Schließlich beinhaltet der Begriff keine ethnische Eingrenzung und kann so erfassen, dass","Kiezdeutsch","nicht nur von Sprecherinnen und Sprechern einer bestimmten Herkunft gesprochen wird. </s><s> Demgegenüber fasst eine"
"bpb.de","Assoziationen zu ""Kanak"" aber erhalten geblieben. </s><s> [2] Ich verwende daher ausschließlich den Begriff ""","Kiezdeutsch",""", der solche negativen Vorabbewertungen vermeidet und mittlerweile auch in der politischen Diskussion gut"
"nachrichtenbrett.de","Zeitung verfolgt). </s><s> Unsere verrückte Sprache Mannheim Unsere Sprache hat es nicht leicht: Verhunzt von der Jugend (","Kiezdeutsch","), verhöhnt von der Rechtschreibreform, verdrängt von Anglizismen. </s><s> Denken wir doch bloß ans Handy, den Smoking, den"
"schicksal-sauer.fun","<s> Unter einem Dach mit einem Flüchtling: Karim, ich muss dich - taz </s><s> Nicht nur Kanak Sprak In Medien und Comedy-Shows wird","Kiezdeutsch","mitunter als sprachlich reduzierte Kanak Sprak mit vielen grammatischen Fehlern. </s><s> Stehst du drauf wenn geile Schwule"
"schicksal-sauer.fun","findest du die Liste der Symbole und Zeichen Emojis in Whatsapp mit Bedeutung und Unicode. </s><s> Bedeutung nicht gefunden </s><s>","Kiezdeutsch","- ein neuer Dialekt Kiezdeutsch ist kein falsches Deutsch. Es ist ein neuer Dialekt des Deutschen, der sich in"
"schicksal-sauer.fun","und Zeichen Emojis in Whatsapp mit Bedeutung und Unicode. </s><s> Bedeutung nicht gefunden </s><s> Kiezdeutsch - ein neuer Dialekt","Kiezdeutsch","ist kein falsches Deutsch. Es ist ein neuer Dialekt des Deutschen, der sich in Wohngebieten mit hohem Migrantenanteil"
"gbw.at","mit anderen Sprachen sind hier stark vertreten. </s><s> Dadurch ist eine neue Jugendsprache entstanden. </s><s> Dieses ""","Kiezdeutsch",""" hat sich im Kontakt unterschiedlicher Sprachen und Kul- turen entwickelt. </s><s> Die Sprachwissenschaftlerin Heike"
"gbw.at","entwickelt. </s><s> Die Sprachwissenschaftlerin Heike Wiese hat sich mit dem Phnomen beschäftigt und fest- gestellt, dass","Kiezdeutsch","wie ein sehr dynamischer Dialekt funktioniert. </s><s> Die Jugendsprache wird situationsbezogen eingesetzt, bedient sich"
