Source,Target,Weight,Type
iffland_der-spieler-1796,tieck_prinz-zerbino-1799,1,undirected
kleist_amphitryon-1807,kleist_der-zerbrochene-krug-1808,131,undirected
kleist_amphitryon-1807,kleist_die-familie-schroffenstein-1803,103,undirected
kleist_amphitryon-1807,kleist_die-hermannsschlacht-1808,117,undirected
kleist_amphitryon-1807,kleist_penthesilea-1808,34,undirected
kleist_amphitryon-1807,kleist_prinz-friedrich-von-homburg-1810,36,undirected
kleist_der-zerbrochene-krug-1808,goethe_der-buergergeneral-1793,30,undirected
kleist_der-zerbrochene-krug-1808,kleist_amphitryon-1807,131,undirected
kleist_der-zerbrochene-krug-1808,kleist_die-hermannsschlacht-1808,31,undirected
kleist_der-zerbrochene-krug-1808,kleist_penthesilea-1808,2,undirected
kleist_der-zerbrochene-krug-1808,kleist_prinz-friedrich-von-homburg-1810,51,undirected
kleist_der-zerbrochene-krug-1808,werner_der-vierundzwanzigste-februar-1809,73,undirected
kleist_die-familie-schroffenstein-1803,brentano_ponce-de-leon-1803,1,undirected
kleist_die-familie-schroffenstein-1803,goethe_torquato-tasso-1790,6,undirected
kleist_die-familie-schroffenstein-1803,kleist_amphitryon-1807,103,undirected
kleist_die-familie-schroffenstein-1803,kleist_die-hermannsschlacht-1808,32,undirected
kleist_die-familie-schroffenstein-1803,kleist_prinz-friedrich-von-homburg-1810,5,undirected
kleist_die-familie-schroffenstein-1803,schiller_die-piccolomini-1799,7,undirected
kleist_die-familie-schroffenstein-1803,schiller_kabale-und-liebe-1784,5,undirected
kleist_die-familie-schroffenstein-1803,schiller_wallensteins-tod-1799,45,undirected
kleist_die-familie-schroffenstein-1803,werner_der-vierundzwanzigste-februar-1809,15,undirected
kleist_die-hermannsschlacht-1808,brentano_die-gruendung-prags-1814,2,undirected
kleist_die-hermannsschlacht-1808,kleist_amphitryon-1807,117,undirected
kleist_die-hermannsschlacht-1808,kleist_der-zerbrochene-krug-1808,31,undirected
kleist_die-hermannsschlacht-1808,kleist_die-familie-schroffenstein-1803,32,undirected
kleist_die-hermannsschlacht-1808,kleist_penthesilea-1808,165,undirected
kleist_die-hermannsschlacht-1808,kleist_prinz-friedrich-von-homburg-1810,165,undirected
kleist_penthesilea-1808,brentano_die-gruendung-prags-1814,8,undirected
kleist_penthesilea-1808,kleist_amphitryon-1807,34,undirected
kleist_penthesilea-1808,kleist_der-zerbrochene-krug-1808,2,undirected
kleist_penthesilea-1808,kleist_die-hermannsschlacht-1808,165,undirected
kleist_penthesilea-1808,kleist_prinz-friedrich-von-homburg-1810,120,undirected
kleist_prinz-friedrich-von-homburg-1810,brentano_die-gruendung-prags-1814,1,undirected
kleist_prinz-friedrich-von-homburg-1810,kleist_amphitryon-1807,36,undirected
kleist_prinz-friedrich-von-homburg-1810,kleist_der-zerbrochene-krug-1808,51,undirected
kleist_prinz-friedrich-von-homburg-1810,kleist_die-familie-schroffenstein-1803,5,undirected
kleist_prinz-friedrich-von-homburg-1810,kleist_die-hermannsschlacht-1808,165,undirected
kleist_prinz-friedrich-von-homburg-1810,kleist_penthesilea-1808,120,undirected
kleist_prinz-friedrich-von-homburg-1810,schiller_wallensteins-tod-1799,5,undirected
kotzebue_der-hyperboreische-esel-1799,goethe_der-buergergeneral-1793,9,undirected
kotzebue_der-hyperboreische-esel-1799,iffland_das-erbtheil-des-vaters-1802,9,undirected
kotzebue_der-hyperboreische-esel-1799,iffland_der-spieler-1796,60,undirected
kotzebue_der-hyperboreische-esel-1799,kotzebue_die-deutschen-kleinstaedter-1802,44,undirected
kotzebue_der-hyperboreische-esel-1799,kotzebue_menschenhass-und-reue-1788,25,undirected
kotzebue_der-hyperboreische-esel-1799,schiller_kabale-und-liebe-1784,1,undirected
kotzebue_der-hyperboreische-esel-1799,tieck_die-verkehrte-welt-1800,3,undirected
kotzebue_der-hyperboreische-esel-1799,tieck_prinz-zerbino-1799,29,undirected
kotzebue_die-deutschen-kleinstaedter-1802,goethe_der-buergergeneral-1793,46,undirected
kotzebue_die-deutschen-kleinstaedter-1802,iffland_das-erbtheil-des-vaters-1802,4,undirected
kotzebue_die-deutschen-kleinstaedter-1802,iffland_der-spieler-1796,10,undirected
kotzebue_die-deutschen-kleinstaedter-1802,kotzebue_der-hyperboreische-esel-1799,44,undirected
kotzebue_die-deutschen-kleinstaedter-1802,kotzebue_menschenhass-und-reue-1788,105,undirected
kotzebue_die-deutschen-kleinstaedter-1802,schiller_wallensteins-lager-1798,11,undirected
kotzebue_die-deutschen-kleinstaedter-1802,tieck_der-gestiefelte-kater-1797,19,undirected
kotzebue_die-deutschen-kleinstaedter-1802,tieck_die-verkehrte-welt-1800,62,undirected
kotzebue_die-deutschen-kleinstaedter-1802,tieck_prinz-zerbino-1799,23,undirected
kotzebue_menschenhass-und-reue-1788,goethe_der-grosskophta-1791,17,undirected
kotzebue_menschenhass-und-reue-1788,iffland_das-erbtheil-des-vaters-1802,90,undirected
kotzebue_menschenhass-und-reue-1788,iffland_der-spieler-1796,35,undirected
kotzebue_menschenhass-und-reue-1788,kotzebue_der-hyperboreische-esel-1799,25,undirected
kotzebue_menschenhass-und-reue-1788,kotzebue_die-deutschen-kleinstaedter-1802,105,undirected
kotzebue_menschenhass-und-reue-1788,schiller_kabale-und-liebe-1784,171,undirected
kotzebue_menschenhass-und-reue-1788,tieck_der-gestiefelte-kater-1797,5,undirected
kotzebue_menschenhass-und-reue-1788,tieck_prinz-zerbino-1799,19,undirected
schiller_die-braut-von-messina-1803,brentano_die-gruendung-prags-1814,9,undirected
schiller_die-braut-von-messina-1803,goethe_die-natuerliche-tochter-1803,24,undirected
schiller_die-braut-von-messina-1803,schiller_die-jungfrau-von-orleans-1801,106,undirected
schiller_die-braut-von-messina-1803,schiller_maria-stuart-1800,58,undirected
schiller_die-braut-von-messina-1803,schiller_wallensteins-tod-1799,31,undirected
schiller_die-braut-von-messina-1803,schlegel_alarcos-1802,83,undirected
schiller_die-jungfrau-von-orleans-1801,brentano_die-gruendung-prags-1814,63,undirected
schiller_die-jungfrau-von-orleans-1801,schiller_die-braut-von-messina-1803,106,undirected
schiller_die-jungfrau-von-orleans-1801,schiller_die-piccolomini-1799,3,undirected
schiller_die-jungfrau-von-orleans-1801,schiller_maria-stuart-1800,136,undirected
schiller_die-jungfrau-von-orleans-1801,schiller_wallensteins-tod-1799,59,undirected
schiller_die-jungfrau-von-orleans-1801,schiller_wilhelm-tell-1804,121,undirected
schiller_die-piccolomini-1799,goethe_der-grosskophta-1791,9,undirected
schiller_die-piccolomini-1799,goethe_faust-der-tragoedie-zweiter-teil-1832,5,undirected
schiller_die-piccolomini-1799,goethe_torquato-tasso-1790,11,undirected
schiller_die-piccolomini-1799,kleist_die-familie-schroffenstein-1803,7,undirected
schiller_die-piccolomini-1799,schiller_die-jungfrau-von-orleans-1801,3,undirected
schiller_die-piccolomini-1799,schiller_kabale-und-liebe-1784,15,undirected
schiller_die-piccolomini-1799,schiller_maria-stuart-1800,46,undirected
schiller_die-piccolomini-1799,schiller_wallensteins-lager-1798,87,undirected
schiller_die-piccolomini-1799,schiller_wallensteins-tod-1799,180,undirected
schiller_die-piccolomini-1799,schiller_wilhelm-tell-1804,45,undirected
schiller_die-piccolomini-1799,werner_der-vierundzwanzigste-februar-1809,7,undirected
schiller_kabale-und-liebe-1784,brentano_ponce-de-leon-1803,6,undirected
schiller_kabale-und-liebe-1784,goethe_der-grosskophta-1791,63,undirected
schiller_kabale-und-liebe-1784,iffland_das-erbtheil-des-vaters-1802,13,undirected
schiller_kabale-und-liebe-1784,iffland_der-spieler-1796,103,undirected
schiller_kabale-und-liebe-1784,kleist_die-familie-schroffenstein-1803,5,undirected
schiller_kabale-und-liebe-1784,kotzebue_der-hyperboreische-esel-1799,1,undirected
schiller_kabale-und-liebe-1784,kotzebue_menschenhass-und-reue-1788,171,undirected
schiller_kabale-und-liebe-1784,schiller_die-piccolomini-1799,15,undirected
schiller_kabale-und-liebe-1784,schiller_wallensteins-tod-1799,12,undirected
schiller_kabale-und-liebe-1784,tieck_prinz-zerbino-1799,3,undirected
schiller_maria-stuart-1800,goethe_die-natuerliche-tochter-1803,4,undirected
schiller_maria-stuart-1800,schiller_die-braut-von-messina-1803,58,undirected
schiller_maria-stuart-1800,schiller_die-jungfrau-von-orleans-1801,136,undirected
schiller_maria-stuart-1800,schiller_die-piccolomini-1799,46,undirected
schiller_maria-stuart-1800,schiller_wallensteins-tod-1799,137,undirected
schiller_maria-stuart-1800,schiller_wilhelm-tell-1804,56,undirected
schiller_maria-stuart-1800,schlegel_alarcos-1802,25,undirected
schiller_wallensteins-lager-1798,goethe_der-buergergeneral-1793,11,undirected
schiller_wallensteins-lager-1798,goethe_faust-der-tragoedie-zweiter-teil-1832,2,undirected
schiller_wallensteins-lager-1798,kotzebue_die-deutschen-kleinstaedter-1802,11,undirected
schiller_wallensteins-lager-1798,schiller_die-piccolomini-1799,87,undirected
schiller_wallensteins-lager-1798,schiller_wallensteins-tod-1799,42,undirected
schiller_wallensteins-lager-1798,schiller_wilhelm-tell-1804,8,undirected
schiller_wallensteins-lager-1798,tieck_die-verkehrte-welt-1800,18,undirected
schiller_wallensteins-lager-1798,tieck_prinz-zerbino-1799,1,undirected
schiller_wallensteins-lager-1798,werner_der-vierundzwanzigste-februar-1809,24,undirected
schiller_wallensteins-tod-1799,goethe_torquato-tasso-1790,4,undirected
schiller_wallensteins-tod-1799,kleist_die-familie-schroffenstein-1803,45,undirected
schiller_wallensteins-tod-1799,kleist_prinz-friedrich-von-homburg-1810,5,undirected
schiller_wallensteins-tod-1799,schiller_die-braut-von-messina-1803,31,undirected
schiller_wallensteins-tod-1799,schiller_die-jungfrau-von-orleans-1801,59,undirected
schiller_wallensteins-tod-1799,schiller_die-piccolomini-1799,180,undirected
schiller_wallensteins-tod-1799,schiller_kabale-und-liebe-1784,12,undirected
schiller_wallensteins-tod-1799,schiller_maria-stuart-1800,137,undirected
schiller_wallensteins-tod-1799,schiller_wallensteins-lager-1798,42,undirected
schiller_wallensteins-tod-1799,schiller_wilhelm-tell-1804,98,undirected
schiller_wallensteins-tod-1799,schlegel_alarcos-1802,24,undirected
schiller_wallensteins-tod-1799,werner_der-vierundzwanzigste-februar-1809,25,undirected
schiller_wilhelm-tell-1804,brentano_die-gruendung-prags-1814,36,undirected
schiller_wilhelm-tell-1804,goethe_faust-der-tragoedie-zweiter-teil-1832,3,undirected
schiller_wilhelm-tell-1804,schiller_die-jungfrau-von-orleans-1801,121,undirected
schiller_wilhelm-tell-1804,schiller_die-piccolomini-1799,45,undirected
schiller_wilhelm-tell-1804,schiller_maria-stuart-1800,56,undirected
schiller_wilhelm-tell-1804,schiller_wallensteins-lager-1798,8,undirected
schiller_wilhelm-tell-1804,schiller_wallensteins-tod-1799,98,undirected
schlegel_alarcos-1802,brentano_die-gruendung-prags-1814,26,undirected
schlegel_alarcos-1802,goethe_die-natuerliche-tochter-1803,6,undirected
schlegel_alarcos-1802,goethe_faust-der-tragoedie-zweiter-teil-1832,15,undirected
schlegel_alarcos-1802,schiller_die-braut-von-messina-1803,83,undirected
schlegel_alarcos-1802,schiller_maria-stuart-1800,25,undirected
schlegel_alarcos-1802,schiller_wallensteins-tod-1799,24,undirected
schlegel_alarcos-1802,tieck_prinz-zerbino-1799,1,undirected
tieck_der-gestiefelte-kater-1797,goethe_der-grosskophta-1791,3,undirected
tieck_der-gestiefelte-kater-1797,kotzebue_die-deutschen-kleinstaedter-1802,19,undirected
tieck_der-gestiefelte-kater-1797,kotzebue_menschenhass-und-reue-1788,5,undirected
tieck_der-gestiefelte-kater-1797,tieck_die-verkehrte-welt-1800,123,undirected
tieck_der-gestiefelte-kater-1797,tieck_prinz-zerbino-1799,143,undirected
tieck_der-gestiefelte-kater-1797,tieck_ritter-blaubart-1797,60,undirected
tieck_die-verkehrte-welt-1800,brentano_ponce-de-leon-1803,24,undirected
tieck_die-verkehrte-welt-1800,goethe_der-buergergeneral-1793,52,undirected
tieck_die-verkehrte-welt-1800,iffland_das-erbtheil-des-vaters-1802,25,undirected
tieck_die-verkehrte-welt-1800,iffland_der-spieler-1796,3,undirected
tieck_die-verkehrte-welt-1800,kotzebue_der-hyperboreische-esel-1799,3,undirected
tieck_die-verkehrte-welt-1800,kotzebue_die-deutschen-kleinstaedter-1802,62,undirected
tieck_die-verkehrte-welt-1800,schiller_wallensteins-lager-1798,18,undirected
tieck_die-verkehrte-welt-1800,tieck_der-gestiefelte-kater-1797,123,undirected
tieck_die-verkehrte-welt-1800,tieck_prinz-zerbino-1799,180,undirected
tieck_die-verkehrte-welt-1800,tieck_ritter-blaubart-1797,88,undirected
tieck_prinz-zerbino-1799,brentano_ponce-de-leon-1803,81,undirected
tieck_prinz-zerbino-1799,goethe_der-buergergeneral-1793,14,undirected
tieck_prinz-zerbino-1799,goethe_der-grosskophta-1791,44,undirected
tieck_prinz-zerbino-1799,goethe_faust-der-tragoedie-zweiter-teil-1832,61,undirected
tieck_prinz-zerbino-1799,goethe_torquato-tasso-1790,22,undirected
tieck_prinz-zerbino-1799,iffland_das-erbtheil-des-vaters-1802,2,undirected
tieck_prinz-zerbino-1799,iffland_der-spieler-1796,1,undirected
tieck_prinz-zerbino-1799,kotzebue_der-hyperboreische-esel-1799,29,undirected
tieck_prinz-zerbino-1799,kotzebue_die-deutschen-kleinstaedter-1802,23,undirected
tieck_prinz-zerbino-1799,kotzebue_menschenhass-und-reue-1788,19,undirected
tieck_prinz-zerbino-1799,schiller_kabale-und-liebe-1784,3,undirected
tieck_prinz-zerbino-1799,schiller_wallensteins-lager-1798,1,undirected
tieck_prinz-zerbino-1799,schlegel_alarcos-1802,1,undirected
tieck_prinz-zerbino-1799,tieck_der-gestiefelte-kater-1797,143,undirected
tieck_prinz-zerbino-1799,tieck_die-verkehrte-welt-1800,180,undirected
tieck_prinz-zerbino-1799,tieck_ritter-blaubart-1797,122,undirected
tieck_ritter-blaubart-1797,brentano_ponce-de-leon-1803,73,undirected
tieck_ritter-blaubart-1797,goethe_der-buergergeneral-1793,20,undirected
tieck_ritter-blaubart-1797,tieck_der-gestiefelte-kater-1797,60,undirected
tieck_ritter-blaubart-1797,tieck_die-verkehrte-welt-1800,88,undirected
tieck_ritter-blaubart-1797,tieck_prinz-zerbino-1799,122,undirected
werner_der-vierundzwanzigste-februar-1809,brentano_die-gruendung-prags-1814,16,undirected
werner_der-vierundzwanzigste-februar-1809,goethe_faust-der-tragoedie-zweiter-teil-1832,22,undirected
werner_der-vierundzwanzigste-februar-1809,kleist_der-zerbrochene-krug-1808,73,undirected
werner_der-vierundzwanzigste-februar-1809,kleist_die-familie-schroffenstein-1803,15,undirected
werner_der-vierundzwanzigste-februar-1809,schiller_die-piccolomini-1799,7,undirected
werner_der-vierundzwanzigste-februar-1809,schiller_wallensteins-lager-1798,24,undirected
werner_der-vierundzwanzigste-februar-1809,schiller_wallensteins-tod-1799,25,undirected
